estacion_origen,estacion_destino,troncal_origen,troncal_destino,id_trazado_origen,id_trazado_destino,distancia_km_real,area_origen_m2,area_destino_m2,capacidad_origen,capacidad_destino,accesos_origen,accesos_destino,misma_troncal,hora_viaje,dia_semana,hora_pico,lluvia,nivel_retraso
Mandalay,Calle 127,Américas,Norte,TZ009,TZ002,12.67,347.115,418.28,240,200,1,1,0,23,5,0,0,Medio
La Castellana,Pepe Sierra,NQS,Norte,TZ008,TZ002,2.7,657.2,418.48,232,200,1,1,0,6,6,0,1,Bajo
Carrera 47,Temporal Calle 22,Calle_80,Caracas,TZ005,TZ001,7.54,620.0,642.95,304,320,1,2,0,15,5,0,1,Bajo
Quiroga,Suba - AV. Boyacá,Caracas_Sur,Suba,TZ012,TZ003,16.65,345.4,707.0,144,144,1,2,0,7,4,1,0,Alto
Fucha,Calle 85,Caracas_Sur,Norte,TZ012,TZ002,10.87,320.16,865.68,144,320,1,1,0,15,3,0,0,Alto
Marsella,Calle 63,Américas,Caracas,TZ009,TZ001,7.53,521.145,656.6,320,0,1,2,0,22,6,0,0,Medio
AV. Jiménez - CL 13,Calle 19,Eje_Ambiental,Caracas,TZ015,TZ001,0.59,0.0,638.715,272,320,1,2,0,12,0,0,1,Medio
Museo del Oro,Quirigua,Eje_Ambiental,Calle_80,TZ015,TZ005,12.39,0.0,183.0,144,152,2,1,0,14,3,0,1,Alto
La Despensa,San Victorino,Soacha,Carrera_10,TZ011,TZ018,12.29,358.0,791.2,224,384,1,2,0,10,0,0,0,Medio
SENA,AV. 1 Mayo,Autopista_Sur,Carrera_10,TZ010,TZ018,2.95,400.04,869.28,304,384,1,2,0,12,0,0,0,Medio
Calle 187,Comuneros,Norte,Autopista_Sur,TZ002,TZ010,18.73,122.7,520.64,152,252,1,2,0,23,0,0,0,Alto
Hortúa,Calle 40 Sur,Caracas_Sur,Caracas_Sur,TZ012,TZ012,3.71,401.8,719.68,192,392,2,2,1,10,3,0,0,Bajo
Suba - Calle 95,AV. Boyacá,Suba,Calle_80,TZ003,TZ005,2.84,358.28,672.6,144,304,1,1,0,7,1,1,0,Alto
Ciudad Jardín - UAN,Transversal 86,Carrera_10,Américas,TZ018,TZ009,9.0,433.12,347.13,264,240,1,1,0,18,4,1,1,Alto
Perdomo,Molinos,Autopista_Sur,Caracas_Sur,TZ010,TZ012,6.43,396.96,432.48,200,304,1,2,0,11,1,0,0,Medio
Policarpa,Ricaurte - CL 13,Carrera_10,Américas,TZ018,TZ009,3.02,494.72,736.8,264,312,2,2,0,5,3,0,0,Bajo
Calle 187,Calle 45 - American School Way,Norte,Caracas,TZ002,TZ001,14.89,122.7,638.89,152,320,1,2,0,13,1,0,0,Medio
AV. Jiménez - CL 13,Suba - Calle 95,Eje_Ambiental,Suba,TZ015,TZ003,9.25,0.0,358.28,272,144,1,1,0,7,5,0,0,Medio
Calle 26,Calle 40 Sur,Caracas,Caracas_Sur,TZ001,TZ012,6.99,638.82,719.68,0,392,2,2,0,16,0,0,0,Medio
Temporal Calle 34,AV. Chile,Caracas,NQS,TZ001,TZ008,5.01,526.4,694.56,320,344,2,2,0,13,6,0,0,Bajo
Nariño,Comuneros,Caracas_Sur,Autopista_Sur,TZ012,TZ010,2.1,353.96,520.64,144,252,1,2,0,23,2,0,0,Alto
Portal 80,Portal El Dorado – C.C. Nuestro Bogotá,Calle_80,El_Dorado,TZ005,TZ016,3.36,0.0,0.0,165,216,1,1,0,9,2,0,0,Bajo
Temporal Calle 34,Calle 85,Caracas,Norte,TZ001,TZ002,5.75,526.4,865.68,320,320,2,1,0,21,4,0,0,Bajo
Calle 146,Carrera 47,Norte,Calle_80,TZ002,TZ005,6.45,345.2,620.0,248,304,1,1,0,14,5,0,0,Bajo
Danubio,Portal 80,Usme,Calle_80,TZ013,TZ005,18.51,996.0,0.0,304,165,2,1,0,12,1,0,0,Alto
Bicentenario,Avenida Rojas - UNISALESIANA,Carrera_10,El_Dorado,TZ018,TZ016,8.12,733.04,531.51,384,320,1,1,0,9,0,0,0,Bajo
Granja - Kr 77,Rionegro,Calle_80,Suba,TZ005,TZ003,4.04,1540.0,356.84,392,144,2,1,0,13,0,0,0,Medio
Minuto de Dios,NQS - Calle 30 S,Calle_80,Autopista_Sur,TZ005,TZ010,11.71,576.0,358.48,296,232,1,1,0,12,6,0,1,Alto
Niza - Calle 127,Calle 106 - Maletas Explora,Suba,Norte,TZ003,TZ002,2.77,374.24,627.42,200,248,2,1,0,19,4,1,0,Medio
CDS - Carrera 32,NQS - Calle 38A S,Américas,Autopista_Sur,TZ009,TZ010,4.13,385.72,615.8,168,212,2,1,0,13,0,0,0,Medio
Gratamira,Héroes,Suba,Norte,TZ003,TZ002,6.79,357.4,669.6,144,264,1,1,0,17,3,1,0,Alto
Transversal 86,Escuela Militar,Américas,Calle_80,TZ009,TZ005,10.21,347.13,488.0,240,272,1,1,0,13,1,0,0,Medio
Ricaurte - CL 13,Gobernación,Américas,El_Dorado,TZ009,TZ016,3.38,736.8,289.47,312,260,2,1,0,6,0,1,0,Medio
General Santander,Suba - Calle 95,Autopista_Sur,Suba,TZ010,TZ003,12.52,0.0,358.28,404,144,1,1,0,7,2,1,1,Alto
Biblioteca,Portal Sur - JFK Coop. Financiera,Tunal,Autopista_Sur,TZ014,TZ010,5.23,0.0,0.0,60,228,1,2,0,4,5,0,0,Alto
Calle 161,Calle 72,Norte,Caracas,TZ002,TZ001,9.43,517.86,734.52,96,0,1,2,0,20,0,0,0,Medio
La Despensa,Calle 106 - Maletas Explora,Soacha,Norte,TZ011,TZ002,18.26,358.0,627.42,224,248,1,1,0,5,6,0,0,Alto
Ricaurte - NQS,Parque,NQS,Tunal,TZ008,TZ014,6.67,996.188,0.0,392,60,2,2,0,18,3,1,0,Alto
Carrera 90,La Castellana,Calle_80,NQS,TZ005,TZ008,5.5,568.6,657.2,304,232,1,1,0,14,2,0,1,Bajo
Calle 142,Carrera 47,Norte,Calle_80,TZ002,TZ005,6.01,663.27,620.0,180,304,1,1,0,14,3,0,0,Bajo
Portal 80,San Bernardo,Calle_80,Carrera_10,TZ005,TZ018,13.62,0.0,462.84,165,264,1,2,0,19,6,0,0,Medio
CC Paseo Villa del Río - Madelena,Puente Aranda,Autopista_Sur,Américas,TZ010,TZ009,6.65,357.0,356.8,204,168,1,1,0,18,0,1,1,Alto
La Despensa,Pradera - Plaza Central,Soacha,Américas,TZ011,TZ009,8.57,358.0,268.83,224,200,1,1,0,14,4,0,0,Medio
Calle 63,Biblioteca Tintal,Caracas,Américas,TZ001,TZ009,10.54,656.6,896.4,0,304,2,2,0,11,2,0,0,Medio
Danubio,AV. 1 Mayo,Usme,Carrera_10,TZ013,TZ018,4.77,996.0,869.28,304,384,2,2,0,13,0,0,0,Medio
Portal 20 de Julio,Ferias,Carrera_10,Calle_80,TZ018,TZ005,13.99,0.0,183.0,350,152,1,1,0,15,0,0,0,Medio
Guatoque - Veraguas,CAD,Calle_13,NQS,TZ007,TZ008,2.45,415.2,520.28,240,272,1,2,0,17,5,0,0,Bajo
Portal Tunal,Alquería,Tunal,Autopista_Sur,TZ014,TZ010,2.8,0.0,357.0,152,204,2,1,0,14,1,0,1,Medio
Mandalay,Minuto de Dios,Américas,Calle_80,TZ009,TZ005,9.16,347.115,576.0,240,296,1,1,0,7,2,1,1,Alto
Calle 187,CAD,Norte,NQS,TZ002,TZ008,16.17,122.7,520.28,152,272,1,2,0,18,2,1,0,Alto
CDS - Carrera 32,Concejo de Bogotá,Américas,El_Dorado,TZ009,TZ016,1.87,385.72,491.52,168,260,2,1,0,5,3,0,0,Bajo
Calle 161,Rionegro,Norte,Suba,TZ002,TZ003,7.09,517.86,356.84,96,144,1,1,0,16,2,0,0,Medio
Transversal 86,Flores – Areandina,Américas,Caracas,TZ009,TZ001,10.14,347.13,384.125,240,192,1,2,0,12,4,0,0,Medio
San Martín,CAN,Suba,El_Dorado,TZ003,TZ016,4.82,357.48,289.44,192,260,1,1,0,22,0,0,1,Medio
AV. 1 Mayo,Calle 85,Carrera_10,Norte,TZ018,TZ002,11.26,869.28,865.68,384,320,2,1,0,10,4,0,0,Bajo
Modelia,Molinos,El_Dorado,Caracas_Sur,TZ016,TZ012,13.13,288.87,432.48,260,304,1,2,0,22,5,0,0,Medio
Museo del Oro,Las Aguas - Centro Colombo Americano,Eje_Ambiental,Eje_Ambiental,TZ015,TZ015,0.52,0.0,0.0,144,120,2,3,1,9,6,0,0,Bajo
Calle 63,AV. Jiménez - CL 13,Caracas,Eje_Ambiental,TZ001,TZ015,5.28,656.6,0.0,0,272,2,1,0,10,6,0,0,Medio
San Victorino,Polo - FINCOMERCIO,Carrera_10,Calle_80,TZ018,TZ005,7.82,791.2,880.0,384,360,2,1,0,16,2,0,1,Bajo
Ferias,Humedal Córdoba,Calle_80,Suba,TZ005,TZ003,2.3,183.0,357.6,152,156,1,1,0,15,6,0,0,Bajo
Puentelargo,Calle 45 - American School Way,Suba,Caracas,TZ003,TZ001,6.89,357.44,638.89,200,320,1,2,0,10,3,0,0,Bajo
Humedal Córdoba,Salitre - El Greco,Suba,El_Dorado,TZ003,TZ016,7.07,357.6,289.44,156,260,1,1,0,10,4,0,1,Medio
Calle 161,Mandalay,Norte,Américas,TZ002,TZ009,16.11,517.86,347.115,96,240,1,1,0,6,6,0,1,Alto
Country Sur,Terreros - Hospital Cardio Vascular,Carrera_10,Soacha,TZ018,TZ011,11.35,461.24,358.0,264,356,2,1,0,17,5,0,0,Medio
Carrera 43 - Comapan,San Diego,Américas,Carrera_10,TZ009,TZ018,3.57,385.8,1392.36,168,288,2,2,0,16,3,0,0,Bajo
Virrey,La Despensa,Norte,Soacha,TZ002,TZ011,16.93,773.12,358.0,352,224,1,1,0,16,5,0,0,Alto
Carrera 43 - Comapan,Patio Bonito,Américas,Américas,TZ009,TZ009,7.1,385.8,896.4,168,304,2,2,1,22,4,0,0,Bajo
AV. Chile,Quinta Paredes,NQS,El_Dorado,TZ008,TZ016,3.81,694.56,289.47,344,260,2,1,0,15,2,0,1,Medio
Granja - Kr 77,Ferias,Calle_80,Calle_80,TZ005,TZ005,1.56,1540.0,183.0,392,152,2,1,1,13,3,0,1,Bajo
AV. Américas - AV. Boyacá,Calle 187,Américas,Norte,TZ009,TZ002,17.84,347.145,122.7,272,152,1,1,0,9,1,0,1,Medio
Banderas,Calle 106 - Maletas Explora,Américas,Norte,TZ009,TZ002,12.07,0.0,627.42,608,248,2,1,0,9,4,0,0,Medio
Bicentenario,Alquería,Carrera_10,Autopista_Sur,TZ018,TZ010,5.81,733.04,357.0,384,204,1,1,0,18,4,1,0,Alto
San Victorino,Danubio,Carrera_10,Usme,TZ018,TZ013,7.99,791.2,996.0,384,304,2,2,0,6,5,0,1,Medio
Portal Sur - JFK Coop. Financiera,San Martín,Autopista_Sur,Suba,TZ010,TZ003,14.36,0.0,357.48,228,192,2,1,0,13,3,0,1,Alto
Campín - UAN,Portal Norte – Unicervantes,NQS,Norte,TZ008,TZ002,12.67,491.28,0.0,272,210,2,1,0,13,6,0,1,Medio
Banderas,San Victorino,Américas,Carrera_10,TZ009,TZ018,8.29,0.0,791.2,608,384,2,2,0,5,0,0,1,Medio
Suba - AV. Boyacá,Calle 146,Suba,Norte,TZ003,TZ002,2.96,707.0,345.2,144,248,2,1,0,8,0,1,1,Alto
El Tiempo – Cámara de Comercio de Bogotá,AV. 1 Mayo,El_Dorado,Carrera_10,TZ016,TZ018,9.01,289.44,869.28,240,384,1,2,0,4,2,0,0,Medio
Quiroga,Rionegro,Caracas_Sur,Suba,TZ012,TZ003,12.76,345.4,356.84,144,144,1,1,0,19,6,0,1,Alto
Socorro,Escuela Militar,Caracas_Sur,Calle_80,TZ012,TZ005,13.79,329.6,488.0,200,272,1,1,0,12,3,0,1,Alto
Puente Aranda,Polo - FINCOMERCIO,Américas,Calle_80,TZ009,TZ005,6.67,356.8,880.0,168,360,1,1,0,15,0,0,0,Bajo
Marsella,Zona Industrial,Américas,Américas,TZ009,TZ009,3.64,521.145,385.16,320,168,1,2,1,15,2,0,0,Bajo
Universidades – CityU,AV. Chile,El_Dorado,NQS,TZ016,TZ008,6.91,491.4,694.56,260,344,2,2,0,20,1,0,0,Bajo
Portal Américas,Suba - Calle 116,Américas,Suba,TZ009,TZ003,13.83,0.0,386.4,342,200,1,1,0,11,1,0,0,Medio
Museo del Oro,Mandalay,Eje_Ambiental,Américas,TZ015,TZ009,8.27,0.0,347.115,144,240,2,1,0,13,3,0,0,Medio
Héroes,Socorro,Norte,Caracas_Sur,TZ002,TZ012,13.59,669.6,329.6,264,200,1,1,0,7,0,1,0,Alto
Temporal Marly,Transversal 86,Caracas,Américas,TZ001,TZ009,9.46,594.44,347.13,320,240,2,1,0,9,2,0,0,Medio
Portal El Dorado – C.C. Nuestro Bogotá,Puentelargo,El_Dorado,Suba,TZ016,TZ003,6.15,0.0,357.44,216,200,1,1,0,8,5,0,0,Bajo
El Tiempo – Cámara de Comercio de Bogotá,Museo Nacional,El_Dorado,Carrera_7,TZ016,TZ019,6.16,289.44,0.0,240,240,1,1,0,19,2,1,0,Medio
7 de Agosto,Salitre - El Greco,NQS,El_Dorado,TZ008,TZ016,2.75,492.92,289.44,260,260,1,1,0,6,5,0,1,Medio
Calle 19,Mandalay,Caracas,Américas,TZ001,TZ009,7.58,638.715,347.115,320,240,2,1,0,13,4,0,0,Bajo
La Campiña,La Despensa,Suba,Soacha,TZ003,TZ011,19.66,357.24,358.0,352,224,1,1,0,4,3,0,0,Alto
Calle 72,7 de Agosto,Caracas,NQS,TZ001,TZ008,1.73,734.52,492.92,0,260,2,1,0,19,5,0,1,Medio
Portal Suba,Carrera 53,Suba,Calle_80,TZ003,TZ005,7.47,0.0,183.0,304,152,1,1,0,17,1,1,1,Medio
Guatoque - Veraguas,Banderas,Calle_13,Américas,TZ007,TZ009,6.39,415.2,0.0,240,608,1,2,0,23,6,0,0,Bajo
Transversal 86,San Diego,Américas,Carrera_10,TZ009,TZ018,9.3,347.13,1392.36,240,288,1,2,0,8,1,1,0,Medio
Temporal Calle 22,Calle 75 - Zona M,Caracas,NQS,TZ001,TZ008,6.7,642.95,463.24,320,272,2,1,0,11,2,0,0,Bajo
Temporal Calle 22,Polo - FINCOMERCIO,Caracas,Calle_80,TZ001,TZ005,6.8,642.95,880.0,320,360,2,1,0,16,4,0,0,Bajo
21 Ángeles,NQS - Calle 38A S,Suba,Autopista_Sur,TZ003,TZ010,16.45,376.6,615.8,144,212,1,1,0,15,6,0,0,Alto
7 de Agosto,AV. ElDorado,NQS,NQS,TZ008,TZ008,2.97,492.92,192.4,260,260,1,1,1,5,0,0,0,Bajo
Socorro,Calle 85,Caracas_Sur,Norte,TZ012,TZ002,14.03,329.6,865.68,200,320,1,1,0,7,6,0,1,Alto
Modelia,Quiroga,El_Dorado,Caracas_Sur,TZ016,TZ012,10.93,288.87,345.4,260,144,1,1,0,16,6,0,0,Alto
Quirigua,Minuto de Dios,Calle_80,Calle_80,TZ005,TZ005,2.16,183.0,576.0,152,296,1,1,1,22,4,0,0,Bajo
Bicentenario,Biblioteca,Carrera_10,Tunal,TZ018,TZ014,5.99,733.04,0.0,384,60,1,1,0,23,1,0,0,Medio
Flores – Areandina,San Diego,Caracas,Carrera_10,TZ001,TZ018,4.98,384.125,1392.36,192,288,2,2,0,9,4,0,0,Bajo
Carrera 47,Sevillana,Calle_80,Autopista_Sur,TZ005,TZ010,12.33,620.0,397.12,304,204,1,1,0,4,3,0,1,Alto
San Facon Carrera 22,Calle 72,Américas,Caracas,TZ009,TZ001,6.05,520.64,734.52,272,0,2,2,0,19,5,0,0,Medio
Virrey,Calle 75 - Zona M,Norte,NQS,TZ002,TZ008,1.51,773.12,463.24,352,272,1,1,0,7,5,0,0,Bajo
Tygua - San José,AV. ElDorado,Calle_13,NQS,TZ007,TZ008,3.57,486.68,192.4,228,260,2,1,0,9,6,0,0,Bajo
Pradera - Plaza Central,Ricaurte - CL 13,Américas,Américas,TZ009,TZ009,3.57,268.83,736.8,200,312,1,2,1,23,0,0,0,Bajo
Las Aguas - Centro Colombo Americano,Calle 63,Eje_Ambiental,Caracas,TZ015,TZ001,5.11,0.0,656.6,120,0,3,2,0,12,0,0,1,Medio
La Castellana,Museo del Oro,NQS,Eje_Ambiental,TZ008,TZ015,8.33,657.2,0.0,232,144,1,2,0,13,6,0,0,Medio
Portal Sur - JFK Coop. Financiera,Calle 45 - American School Way,Autopista_Sur,Caracas,TZ010,TZ001,11.88,0.0,638.89,228,320,2,2,0,16,4,0,1,Alto
Zona Industrial,Restrepo,Américas,Caracas_Sur,TZ009,TZ012,4.29,385.16,480.68,168,200,2,2,0,11,4,0,0,Medio
AV. Chile,Carrera 43 - Comapan,NQS,Américas,TZ008,TZ009,5.69,694.56,385.8,344,168,2,2,0,16,5,0,0,Bajo
Normandía,Universidad Nacional,El_Dorado,NQS,TZ016,TZ008,5.17,318.09,833.59966667,260,412,1,2,0,14,2,0,0,Bajo
Carrera 47,CAN,Calle_80,El_Dorado,TZ005,TZ016,4.47,620.0,289.44,304,260,1,1,0,13,6,0,0,Bajo
Calle 100 - Marketmedios,Gratamira,Norte,Suba,TZ002,TZ003,5.19,814.44,357.4,392,144,2,1,0,5,3,0,1,Medio
Salitre - El Greco,Calle 45 - American School Way,El_Dorado,Caracas,TZ016,TZ001,4.32,289.44,638.89,260,320,1,2,0,16,6,0,0,Bajo
Quinta Paredes,Calle 85,El_Dorado,Norte,TZ016,TZ002,5.36,289.47,865.68,260,320,1,1,0,21,3,0,0,Bajo
AV. Cali,Ciudad Universitaria - Lotería de Bogotá,Calle_80,El_Dorado,TZ005,TZ016,8.18,568.6,522.68,304,260,1,2,0,18,1,1,0,Medio
De La Sabana,Temporal Calle 22,Américas,Caracas,TZ009,TZ001,0.87,385.88,642.95,168,320,2,2,0,9,3,0,0,Bajo
Suba - TV. 91,Campín - UAN,Suba,NQS,TZ003,TZ008,10.44,1095.56,491.28,264,272,2,2,0,5,1,0,1,Medio
Olaya,Quirigua,Caracas_Sur,Calle_80,TZ012,TZ005,14.21,307.28,183.0,296,152,1,1,0,14,6,0,0,Medio
Danubio,Portal Usme,Usme,Usme,TZ013,TZ013,1.34,996.0,0.0,304,210,2,1,1,10,6,0,0,Bajo
Perdomo,Paloquemao,Autopista_Sur,NQS,TZ010,TZ008,8.68,396.96,491.4,200,272,1,1,0,23,1,0,0,Medio
Portal Norte – Unicervantes,Santa Isabel,Norte,Autopista_Sur,TZ002,TZ010,18.13,0.0,357.04,210,240,1,1,0,21,4,0,0,Alto
Temporal Marly,NQS - Calle 38A S,Caracas,Autopista_Sur,TZ001,TZ010,7.97,594.44,615.8,320,212,2,1,0,11,1,0,1,Medio
Hospital,Calle 76 - San Felipe,Caracas_Sur,Caracas,TZ012,TZ001,8.05,369.48,637.875,96,320,2,2,0,18,5,0,0,Alto
Carrera 90,Normandía,Calle_80,El_Dorado,TZ005,TZ016,4.08,568.6,318.09,304,260,1,1,0,13,3,0,0,Bajo
Portal 20 de Julio,Venecia,Carrera_10,Autopista_Sur,TZ018,TZ010,6.05,0.0,423.72,350,204,1,1,0,12,6,0,0,Medio
Bosa,San Mateo - CC Unisur,Autopista_Sur,Soacha,TZ010,TZ011,2.95,504.32,492.8,272,424,2,3,0,23,4,0,0,Medio
NQS - Calle 38A S,AV. Chile,Autopista_Sur,NQS,TZ010,TZ008,9.74,615.8,694.56,212,344,1,2,0,18,3,1,0,Alto
Minuto de Dios,Corferias,Calle_80,El_Dorado,TZ005,TZ016,6.96,576.0,424.28,296,252,1,1,0,15,3,0,0,Bajo
Hortúa,Concejo de Bogotá,Caracas_Sur,El_Dorado,TZ012,TZ016,4.06,401.8,491.52,192,260,2,1,0,21,6,0,0,Medio
Biblioteca,Universidad Nacional,Tunal,NQS,TZ014,TZ008,9.34,0.0,833.59966667,60,412,1,2,0,13,3,0,1,Alto
Flores – Areandina,Pepe Sierra,Caracas,Norte,TZ001,TZ002,4.88,384.125,418.48,192,200,2,1,0,16,1,0,0,Bajo
Calle 75 - Zona M,Corferias,NQS,El_Dorado,TZ008,TZ016,4.48,463.24,424.28,272,252,1,1,0,20,4,0,1,Bajo
Portal Norte – Unicervantes,Portal Américas,Norte,Américas,TZ002,TZ009,19.8,0.0,0.0,210,342,1,1,0,15,6,0,0,Medio
Calle 19,AV. 39,Caracas,Caracas,TZ001,TZ001,2.3,638.715,644.0,320,312,2,2,1,12,6,0,0,Bajo
Campín - UAN,Rionegro,NQS,Suba,TZ008,TZ003,4.18,491.28,356.84,272,144,2,1,0,20,6,0,0,Medio
Universidades – CityU,Portal 80,El_Dorado,Calle_80,TZ016,TZ005,12.64,491.4,0.0,260,165,2,1,0,8,4,1,0,Medio
Calle 40 Sur,CAN,Caracas_Sur,El_Dorado,TZ012,TZ016,8.24,719.68,289.44,392,260,2,1,0,7,4,1,0,Alto
AV. Chile,AV. ElDorado,NQS,NQS,TZ008,TZ008,4.01,694.56,192.4,344,260,2,1,1,22,5,0,1,Bajo
Portal Tunal,Pradera - Plaza Central,Tunal,Américas,TZ014,TZ009,6.94,0.0,268.83,152,200,2,1,0,5,3,0,0,Bajo
Policarpa,Terminal,Carrera_10,Norte,TZ018,TZ002,20.88,494.72,146.37,264,152,2,1,0,5,1,0,0,Medio
Suba - Calle 116,Terreros - Hospital Cardio Vascular,Suba,Soacha,TZ003,TZ011,18.89,386.4,358.0,200,356,1,1,0,15,4,0,0,Alto
AV. Boyacá,Héroes,Calle_80,Norte,TZ005,TZ002,4.13,672.6,669.6,304,264,1,1,0,6,2,1,0,Medio
CC Paseo Villa del Río - Madelena,Policarpa,Autopista_Sur,Carrera_10,TZ010,TZ018,7.83,357.0,494.72,204,264,1,2,0,5,1,0,0,Medio
Temporal Calle 57,Suba - Calle 95,Caracas,Suba,TZ001,TZ003,4.65,526.365,358.28,320,144,2,1,0,10,2,0,0,Medio
AV. Cali,Pepe Sierra,Calle_80,Norte,TZ005,TZ002,5.01,568.6,418.48,304,200,1,1,0,13,1,0,0,Bajo
Calle 100 - Marketmedios,Hortúa,Norte,Caracas_Sur,TZ002,TZ012,10.96,814.44,401.8,392,192,2,2,0,11,0,0,1,Medio
Puente Aranda,Calle 26,Américas,Caracas,TZ009,TZ001,3.74,356.8,638.82,168,0,1,2,0,21,5,0,0,Medio
Sevillana,León XIII,Autopista_Sur,Soacha,TZ010,TZ011,5.08,397.12,358.0,204,224,1,1,0,16,4,0,0,Medio
Pradera - Plaza Central,Venecia,Américas,Autopista_Sur,TZ009,TZ010,4.53,268.83,423.72,200,204,1,1,0,7,3,1,0,Alto
Nariño,Carrera 90,Caracas_Sur,Calle_80,TZ012,TZ005,13.22,353.96,568.6,144,304,1,1,0,17,1,1,0,Alto
San Mateo - CC Unisur,NQS - Calle 38A S,Soacha,Autopista_Sur,TZ011,TZ010,9.1,492.8,615.8,424,212,3,1,0,22,6,0,0,Medio
Biblioteca Tintal,General Santander,Américas,Autopista_Sur,TZ009,TZ010,5.94,896.4,0.0,304,404,2,1,0,17,6,0,0,Medio
CAN,AV. ElDorado,El_Dorado,NQS,TZ016,TZ008,2.79,289.44,192.4,260,260,1,1,0,21,3,0,0,Bajo
AV. 68,Mandalay,Calle_80,Américas,TZ005,TZ009,9.1,576.0,347.115,296,240,1,1,0,5,3,0,0,Medio
Bicentenario,AV. Jiménez - Caracas,Carrera_10,Caracas,TZ018,TZ001,1.0,733.04,631.155,384,288,1,2,0,10,1,0,1,Bajo
Quirigua,Mandalay,Calle_80,Américas,TZ005,TZ009,9.17,183.0,347.115,152,240,1,1,0,8,6,0,0,Medio
Consuelo,Polo - FINCOMERCIO,Caracas_Sur,Calle_80,TZ012,TZ005,13.89,326.28,880.0,192,360,1,1,0,4,1,0,1,Alto
Santa Lucía,Universidades – CityU,Caracas_Sur,El_Dorado,TZ012,TZ016,7.38,486.24,491.4,272,260,2,2,0,9,1,0,0,Medio
AV. Chile,Hortúa,NQS,Caracas_Sur,TZ008,TZ012,8.57,694.56,401.8,344,192,2,2,0,12,6,0,0,Medio
AV. Cali,Museo Nacional,Calle_80,Carrera_7,TZ005,TZ019,10.29,568.6,0.0,304,240,1,1,0,18,4,1,0,Medio
Quinta Paredes,Calle 26,El_Dorado,Caracas,TZ016,TZ001,3.28,289.47,638.82,260,0,1,2,0,12,0,0,0,Medio
Granja - Kr 77,Biblioteca Tintal,Calle_80,Américas,TZ005,TZ009,9.78,1540.0,896.4,392,304,2,2,0,7,5,0,0,Bajo
Movistar Arena,Biblioteca Tintal,NQS,Américas,TZ008,TZ009,9.08,491.28,896.4,272,304,1,2,0,18,3,1,1,Medio
AV. Chile,Temporal Calle 22,NQS,Caracas,TZ008,TZ001,6.26,694.56,642.95,344,320,2,2,0,20,5,0,0,Bajo
Puente Aranda,Molinos,Américas,Caracas_Sur,TZ009,TZ012,7.86,356.8,432.48,168,304,1,2,0,19,5,0,1,Medio
Universidades – CityU,Centro Memoria,El_Dorado,El_Dorado,TZ016,TZ016,2.02,491.4,520.04,260,260,2,2,1,7,4,1,0,Bajo
Carrera 43 - Comapan,AV. 1 Mayo,Américas,Carrera_10,TZ009,TZ018,5.17,385.8,869.28,168,384,2,2,0,14,1,0,0,Bajo
Quiroga,Perdomo,Caracas_Sur,Autopista_Sur,TZ012,TZ010,5.99,345.4,396.96,144,200,1,1,0,10,5,0,0,Alto
Virrey,Venecia,Norte,Autopista_Sur,TZ002,TZ010,12.88,773.12,423.72,352,204,1,1,0,10,0,0,0,Medio
San Facon Carrera 22,Minuto de Dios,Américas,Calle_80,TZ009,TZ005,9.71,520.64,576.0,272,296,2,1,0,23,1,0,0,Bajo
San Victorino,Santa Lucía,Carrera_10,Caracas_Sur,TZ018,TZ012,6.22,791.2,486.24,384,272,2,2,0,17,3,1,0,Medio
San Diego,Toberin - Foundever,Carrera_10,Norte,TZ018,TZ002,15.28,1392.36,1206.0,288,552,2,1,0,11,4,0,0,Medio
Carrera 90,Escuela Militar,Calle_80,Calle_80,TZ005,TZ005,5.03,568.6,488.0,304,272,1,1,1,21,2,0,1,Bajo
Portal 20 de Julio,Ricaurte - CL 13,Carrera_10,Américas,TZ018,TZ009,5.31,0.0,736.8,350,312,1,2,0,6,5,0,1,Medio
Las Aguas - Centro Colombo Americano,Modelia,Eje_Ambiental,El_Dorado,TZ015,TZ016,9.7,0.0,288.87,120,260,3,1,0,5,4,0,0,Medio
Portal 80,AV. Jiménez - Caracas,Calle_80,Caracas,TZ005,TZ001,12.35,0.0,631.155,165,288,1,2,0,12,0,0,1,Medio
Marsella,Suba - Calle 95,Américas,Suba,TZ009,TZ003,9.62,521.145,358.28,320,144,1,1,0,13,4,0,1,Alto
Toberin - Foundever,Socorro,Norte,Caracas_Sur,TZ002,TZ012,21.97,1206.0,329.6,552,200,1,1,0,11,6,0,0,Alto
CDS - Carrera 32,Venecia,Américas,Autopista_Sur,TZ009,TZ010,5.86,385.72,423.72,168,204,2,1,0,14,6,0,0,Medio
Carrera 43 - Comapan,Portal El Dorado – C.C. Nuestro Bogotá,Américas,El_Dorado,TZ009,TZ016,6.91,385.8,0.0,168,216,2,1,0,20,5,0,1,Medio
Flores – Areandina,Museo del Oro,Caracas,Eje_Ambiental,TZ001,TZ015,6.08,384.125,0.0,192,144,2,2,0,8,3,1,0,Alto
Minuto de Dios,AV. Boyacá,Calle_80,Calle_80,TZ005,TZ005,0.62,576.0,672.6,296,304,1,1,1,12,0,0,0,Bajo
Bicentenario,Comuneros,Carrera_10,Autopista_Sur,TZ018,TZ010,2.3,733.04,520.64,384,252,1,2,0,15,1,0,0,Medio
